57 84 72 47 71 10 19 87 44 88 90 63 82 23 98 36 68 42 51 78 68 51 66 6 92 60 82 50 59 84 74 30 27 80 86 63 22 13 46 56 22 21 45 24 94 19 36 11 62 92 88 71 61 60 71 64 25 44 20 41 49 72 4 31 66 39 16 99 47 62 1 81 7 59 42 34 40 4 97 81 86 50 92 97 74 59 80 56 6 82 13 74 62 77 12 35 51
67 29 49 85 46 42 8 51 34 8 84 3 24 63 82 90 62 56 96 86 5 38 2 73 23 49 65 37 74 97 74 61 28 8 53 91 12 37 89 0 2 74 17 17 82 40 30 56 17 95 88 59 77 6 81 71 88 44 19 81 15 82 69 18 47 9 56 70 60 48 40 43 55 65 46 27 63 69 61 37 18 67 93 90 68 51 60 22 94 7 69 98 10 8 5 81 29
93 20 64 45 40 34 67 32 1 30 14 49 78 88 99 52 4 31 43 65 16 46 38 5 84 38 77 73 83 41 98 35 4 59 26 33 65 34 63 26 10 40 60 9 33 24 0 44 17 77 19 63 30 70 83 35 27 28 50 47 72 12 40 93 60 64 18 37 12 3 19 26 71 38 4 93 78 79 22 87 95 52 17 68 42 15 28 12 87 10 46 59 34 52 73 46 73
76 80 85 37 52 20 95 67 24 13 85 94 1 7 32 23 18 96 94 78 26 33 44 77 53 63 89 91 70 44 85 27 5 55 17 1 85 35 56 44 19 72 89 80 79 92 48 94 97 80 14 55 7 54 4 89 21 80 31 36 86 45 97 6 6 23 43 88 25 81 79 79 11 3 85 19 53 26 22 49 61 31 15 87 87 9 13 10 39 94 30 54 78 28 74 75 47
14 52 48 76 35 41 48 25 31 57 10 37 41 98 63 94 29 57 52 51 73 73 65 19 20 60 80 1 51 73 49 60 53 90 93 34 52 69 29 24 35 39 42 87 94 1 84 48 71 46 68 40 55 74 69 0 17 13 45 0 89 27 57 16 2 68 63 2 25 0 77 35 54 63 6 44 3 63 95 12 23 56 59 22 33 71 36 94 12 90 29 57 41 25 94 81 73
49 11 53 54 28 91 3 38 52 72 59 42 28 44 2 80 7 78 49 37 22 10 52 22 82 10 54 84 98 95 10 88 6 92 74 20 64 16 21 68 98 30 59 38 79 33 26 99 29 82 34 63 73 4 98 71 9 41 66 2 1 60 0 80 53 48 83 47 75 55 84 69 57 12 0 56 67 95 16 18 61 80 22 0 33 98 75 90 61 42 33 14 32 4 13 68 11
73 97 19 4 81 71 61 78 8 45 83 75 50 1 95 85 34 76 43 40 79 82 97 82 20 50 42 5 81 78 82 9 40 48 58 89 97 9 35 22 32 40 70 76 13 64 55 32 59 23 59 25 70 89 95 80 28 49 45 62 72 87 12 12 43 51 67 74 8 68 90 62 11 12 44 60 74 52 18 10 42 72 14 60 53 69 58 51 83 92 14 80 68 49 24 3 66
15 99 30 91 60 26 66 34 78 43 51 42 13 33 83 23 18 31 28 52 95 23 47 3 1 70 24 57 2 47 35 1 80 22 93 80 45 1 17 69 89 33 32 68 42 32 75 50 50 54 0 28 54 14 99 49 34 79 61 14 1 3 15 15 45 54 55 83 85 19 48 98 51 48 50 32 83 76 40 7 71 18 46 95 31 8 79 21 82 46 37 44 93 84 44 80 61
41 42 93 56 58 16 89 57 44 45 86 65 99 14 91 97 54 93 3 76 91 4 43 68 80 65 40 68 21 55 95 95 81 34 41 54 5 88 75 10 70 85 38 8 19 70 54 38 17 41 74 32 56 10 98 20 13 58 99 7 51 3 14 75 15 1 76 55 95 45 96 97 39 46 38 60 9 27 17 63 51 4 84 38 44 88 83 47 50 66 65 87 95 16 55 82 6
45 27 15 7 70 60 56 15 7 35 10 63 77 4 50 5 82 18 12 75 60 1 4 43 10 85 63 65 23 92 13 95 89 78 2 40 28 19 52 69 78 68 15 2 12 94 20 98 66 49 10 88 4 22 33 35 19 22 13 55 6 45 94 68 15 16 24 16 30 31 25 31 46 72 8 84 6 80 74 6 32 72 1 98 15 24 49 22 76 16 23 48 94 77 40 43 20
20 11 32 32 59 29 99 30 86 95 57 86 7 23 37 71 16 20 68 97 65 91 25 86 27 32 2 51 82 77 78 37 50 5 77 73 32 56 3 31 91 10 87 82 70 77 15 41 69 97 64 56 63 77 72 27 82 12 6 63 52 76 98 81 26 94 69 87 97 69 6 30 50 87 13 21 68 26 46 5 3 70 95 28 22 98 55 16 9 38 83 38 5 31 17 74 5
72 42 61 87 51 24 59 5 74 85 26 95 16 76 20 18 0 93 12 97 65 44 73 44 20 43 25 74 56 39 85 77 30 30 15 38 29 54 9 89 89 32 79 37 8 96 26 41 97 36 90 33 18 88 19 27 98 95 9 85 17 89 64 8 77 83 14 43 35 78 61 62 96 20 71 35 2 36 66 11 83 35 26 71 97 94 75 52 46 64 54 81 45 18 82 80 82
51 99 36 67 41 32 26 84 70 51 37 95 31 44 29 18 99 36 25 48 80 95 98 53 93 40 44 36 71 22 86 18 9 90 25 30 35 17 32 15 78 86 65 30 85 43 39 7 71 85 35 9 92 60 47 97 23 57 76 85 11 48 15 7 46 75 86 62 52 65 88 43 33 45 36 41 10 68 89 36 81 59 53 74 70 20 9 25 27 81 27 76 73 36 7 65 78
30 63 26 29 63 24 84 67 10 16 21 59 70 21 66 13 35 36 57 68 33 90 76 96 29 89 86 98 20 79 82 50 74 35 6 38 15 76 35 36 19 25 12 96 99 70 67 3 81 5 85 16 38 95 11 65 59 39 2 43 70 64 39 74 41 11 67 5 40 26 29 53 0 68 32 16 7 85 54 44 75 17 48 32 63 64 50 84 25 62 29 56 29 82 17 91 52
50 8 97 41 69 41 40 17 6 21 21 35 30 16 34 73 69 94 9 70 0 47 35 78 47 42 75 86 61 71 60 34 61 95 78 81 93 64 23 53 53 67 99 78 25 29 57 92 47 26 15 18 12 22 13 61 86 90 69 64 6 8 52 51 50 64 22 98 8 68 53 32 7 66 31 56 29 38 47 2 63 4 32 89 41 25 79 14 95 58 93 67 37 96 75 31 46
58 62 58 96 70 50 0 47 94 75 34 45 33 12 34 70 81 4 54 54 68 98 45 58 44 5 88 58 90 39 42 99 37 71 55 15 2 66 99 69 7 9 39 3 20 50 69 27 37 91 83 20 68 60 11 91 35 87 55 8 63 81 44 85 3 24 31 15 76 49 71 25 19 88 30 25 37 32 72 22 59 61 45 63 60 79 99 27 35 67 55 57 32 0 72 13 15
91 83 62 67 13 4 47 21 41 62 48 6 81 90 27 53 4 94 37 78 61 22 63 54 80 83 22 83 95 80 90 96 89 6 3 21 89 44 68 62 72 75 93 5 1 60 76 68 40 91 75 83 23 8 92 75 53 17 97 74 90 61 95 24 81 65 51 54 11 80 40 64 50 99 6 50 61 82 74 27 16 43 14 21 72 61 4 78 45 2 7 28 99 51 54 85 33
80 86 67 18 1 76 88 3 83 49 95 61 70 44 49 61 86 45 79 62 15 66 19 15 8 11 14 73 31 80 62 4 96 40 90 13 16 68 24 96 13 73 92 29 87 4 82 76 86 53 92 49 21 49 66 63 12 65 28 38 38 40 87 48 69 51 14 14 11 83 61 17 96 51 62 9 52 98 78 93 25 75 82 52 69 7 78 41 25 1 31 90 90 16 71 70 49
75 24 69 52 28 13 23 50 52 90 57 40 26 87 41 29 94 38 64 32 20 48 3 91 1 6 61 33 61 23 9 17 9 78 76 72 10 84 79 40 40 1 1 15 66 9 19 97 22 73 99 33 41 27 91 96 87 85 73 31 63 60 87 97 73 97 24 7 22 94 72 92 68 41 26 50 85 73 19 44 16 25 32 51 43 3 24 42 6 41 10 31 1 14 53 66 30
88 38 53 13 33 92 47 53 25 84 1 44 6 11 33 21 34 68 85 79 39 74 25 33 94 28 78 13 54 34 54 30 1 62 6 25 32 19 68 25 8 51 29 92 42 4 5 60 83 90 47 75 10 37 66 39 19 12 2 55 29 88 15 32 65 54 6 66 74 53 2 42 9 54 86 0 77 53 54 96 23 40 38 39 91 9 46 54 2 85 30 26 72 36 89 35 32
3 99 64 94 7 23 16 32 14 60 43 98 52 28 73 42 22 69 44 29 45 9 48 43 43 81 93 44 4 35 91 12 88 90 66 64 3 45 95 10 18 85 87 97 47 55 38 11 58 78 18 60 35 40 30 17 75 21 37 34 27 22 89 16 6 4 47 45 55 59 74 2 31 63 86 88 33 40 10 6 13 71 99 16 14 39 29 9 90 78 31 55 82 99 7 86 78
77 94 15 17 19 92 23 43 79 13 74 7 57 94 13 93 98 77 57 49 31 57 63 78 54 94 10 37 91 22 32 75 36 29 20 42 16 26 56 48 57 82 38 40 34 77 18 47 49 42 28 85 61 30 26 56 75 9 17 4 46 42 73 19 93 48 99 79 30 12 31 26 15 43 70 11 82 23 78 73 17 49 37 25 46 7 52 88 53 93 25 19 53 21 42 83 35
65 30 79 1 31 58 50 27 70 57 32 54 56 83 52 4 0 54 13 9 72 59 92 86 28 88 29 66 35 11 19 5 17 46 56 46 36 27 81 76 11 27 54 92 97 20 27 73 81 86 21 36 72 88 12 52 26 73 18 87 5 18 62 90 79 13 80 63 89 41 98 23 98 3 56 79 80 67 52 16 93 98 49 17 40 98 49 85 80 23 77 77 60 85 35 10 65
28 84 45 90 2 89 21 14 62 92 19 6 29 7 0 83 37 60 1 27 46 12 82 19 45 65 35 72 28 52 1 84 14 94 14 31 46 91 68 98 9 35 21 24 39 84 16 75 14 53 31 44 67 89 18 30 52 26 31 59 19 8 12 40 55 54 69 88 26 30 18 27 90 74 8 78 12 39 31 92 46 98 14 89 79 68 43 78 36 64 86 66 29 55 63 5 22
77 46 44 6 10 40 38 23 8 61 35 81 59 51 20 65 75 33 86 17 87 30 47 40 36 3 89 93 43 40 57 14 76 5 59 22 27 27 22 7 34 95 40 52 97 37 6 85 71 30 54 65 70 74 12 10 34 1 50 94 63 1 97 14 90 25 35 51 15 13 55 26 46 78 0 57 76 36 90 69 48 35 50 1 6 30 75 12 89 7 34 30 18 45 70 64 32
44 35 87 37 72 61 46 43 58 39 85 2 52 56 56 11 84 22 4 72 79 5 66 42 7 94 40 20 78 73 79 84 27 43 57 37 76 7 69 41 77 35 21 72 25 44 54 69 52 92 14 27 86 57 30 10 16 97 19 10 90 72 57 66 48 18 35 18 12 60 67 65 80 78 41 79 64 19 33 42 84 27 75 75 47 29 19 24 97 26 53 90 93 60 54 21 84
47 21 61 33 20 57 46 21 78 9 21 0 18 85 71 43 85 14 63 19 80 80 68 10 54 79 55 0 20 15 45 7 12 45 0 7 56 15 28 56 74 40 58 15 75 43 50 28 50 45 19 57 89 26 57 57 71 22 60 13 61 3 87 27 83 51 91 2 75 38 72 94 15 59 52 64 54 37 13 95 83 47 39 85 99 41 39 15 36 19 57 38 22 80 45 87 53
1 46 65 83 76 84 46 81 3 32 72 93 58 8 95 93 11 15 14 37 68 37 75 39 44 95 96 29 38 18 81 14 35 99 92 4 69 78 91 86 8 85 21 44 92 56 94 91 25 63 21 28 68 7 93 19 36 39 23 38 24 74 33 90 18 73 50 84 89 79 33 47 93 70 42 4 26 47 70 28 71 34 86 36 97 33 31 41 46 53 21 23 48 23 78 91 19
92 59 35 78 6 68 95 27 0 29 94 11 32 86 72 7 21 21 22 55 30 75 78 96 91 30 28 29 46 47 34 10 35 48 0 65 29 38 44 44 81 0 83 11 61 92 89 29 25 63 35 50 39 37 61 56 37 87 4 42 85 15 71 9 21 63 48 27 90 61 66 78 38 19 77 36 93 70 65 58 80 46 60 20 45 38 26 77 83 23 23 13 91 39 3 84 14
18 54 35 52 81 91 38 96 97 1 81 33 57 86 16 52 27 73 41 6 42 13 0 97 58 18 49 57 75 29 37 85 36 84 88 13 1 73 34 60 3 93 44 79 55 55 9 64 40 11 66 87 56 85 8 17 50 8 74 16 23 59 96 30 41 41 8 80 67 39 37 70 15 16 41 85 39 84 67 46 80 69 15 8 56 68 46 52 94 68 56 42 85 89 4 60 59
41 61 70 27 96 6 39 33 95 25 35 47 29 81 20 76 79 28 61 51 33 58 4 26 70 54 98 27 11 94 3 59 78 12 96 75 67 53 10 20 31 18 47 56 60 90 57 93 52 16 19 21 41 73 30 89 51 61 16 90 22 57 23 13 46 67 72 68 46 96 20 45 53 16 45 85 61 2 11 7 29 64 0 47 62 77 61 67 72 90 26 61 31 6 23 56 50
76 70 74 76 8 34 63 5 73 99 82 86 66 31 85 1 8 91 66 77 65 21 1 71 87 66 55 65 30 3 49 20 2 6 15 1 63 26 20 68 1 28 9 83 60 0 63 7 34 21 19 51 29 97 10 83 14 97 49 74 11 84 55 46 26 95 84 46 50 5 44 18 88 94 44 42 18 86 42 44 97 9 71 54 82 35 83 99 9 28 71 80 30 19 32 29 91
79 89 79 81 82 27 2 17 30 95 77 34 61 49 2 90 86 95 42 58 56 41 50 36 0 31 14 48 37 52 26 27 83 11 99 17 50 13 47 12 24 62 95 87 87 51 42 98 28 85 71 25 58 95 40 77 77 71 57 40 15 13 15 16 90 93 62 31 84 14 68 11 40 83 36 10 80 52 30 48 62 32 64 64 41 51 81 63 37 20 12 94 16 63 55 19 17
49 45 72 34 8 20 8 28 25 7 60 85 99 59 39 60 11 90 50 49 34 31 99 59 91 15 5 30 55 56 73 57 65 52 41 60 24 67 27 39 71 53 23 8 0 50 62 55 51 27 66 28 31 91 1 17 7 9 86 41 76 10 30 32 73 77 60 83 2 15 94 86 33 9 73 38 52 65 49 18 89 41 95 82 57 98 99 12 44 3 17 90 30 32 36 72 7
76 97 60 8 45 92 69 80 35 36 35 49 20 89 86 73 6 37 38 80 87 52 59 33 29 49 28 56 86 59 59 21 26 90 65 16 78 89 90 54 2 10 50 19 78 26 69 57 34 21 54 83 98 90 55 71 0 75 17 35 77 20 80 61 67 92 87 71 96 14 37 78 30 79 26 72 34 61 62 0 38 42 99 37 7 83 53 2 57 99 16 6 38 79 22 60 85
8 95 34 14 30 47 74 80 86 56 34 0 21 71 1 81 40 89 62 9 18 20 51 91 61 96 91 59 2 76 75 79 58 34 17 83 29 76 26 98 57 28 26 56 27 39 83 73 98 51 31 67 46 48 79 23 84 55 48 95 63 13 35 12 85 38 33 34 50 5 67 41 86 8 51 24 20 45 26 79 52 40 2 42 66 30 65 67 46 50 23 22 92 13 40 43 19
31 62 67 85 14 40 51 56 52 95 31 87 28 76 21 64 5 50 37 73 37 8 69 93 77 5 4 40 82 41 35 44 56 49 61 81 94 41 64 73 56 72 53 10 4 60 40 94 73 95 70 6 45 15 86 12 94 19 57 75 44 62 4 53 31 43 88 95 80 25 97 23 80 53 20 28 15 74 32 75 80 32 85 88 68 96 24 24 13 51 37 15 89 71 14 68 5
27 69 45 51 39 94 39 83 13 11 35 56 38 52 62 32 23 76 82 88 78 75 34 98 44 61 3 62 48 23 34 35 80 33 68 21 40 56 22 87 98 23 26 87 31 63 63 82 97 0 81 93 12 37 88 74 63 44 40 36 75 37 82 47 66 51 22 9 95 75 64 16 7 1 24 67 64 79 66 61 22 39 86 72 76 96 92 29 43 30 71 18 65 50 19 3 48
92 64 80 24 90 64 49 8 43 23 27 26 44 64 6 74 73 30 57 30 9 14 1 86 92 84 80 41 53 29 10 64 8 26 94 91 79 13 8 88 42 9 90 13 41 49 49 93 3 68 18 28 83 44 53 17 52 16 3 88 13 71 80 42 97 93 7 75 35 6 33 56 85 5 82 77 96 47 3 84 14 36 3 84 9 37 61 84 5 89 73 51 33 90 80 78 76
